223-roundedProviderScoreDescription,231-providerScoreRoundedPercent,224-nationalScorePercent,224-nationalScoreRoundedPercent,229-roundedProviderScoreDescription,227-nationalScorePercent,223-nationalScore,223-providerScore,231-nationalScorePercent,228-nationalScore,231-comparisonText,229-providerScore,227-nationalScoreRoundedPercent,225-comparisonText,229-nationalScoreRoundedPercent,230-roundedProviderScoreDescription,224-providerScore,230-resultsSortOrder,226-comparisonText,231-nationalScore,225-roundedNationalScoreDescription,228-resultsSortOrder,228-providerScoreRoundedPercent,224-providerScoreRoundedPercent,225-nationalScore,223-count,223-providerScorePercent,226-providerScoreRoundedPercent,226-nationalScoreRoundedPercent,229-nationalScorePercent,231-providerScore,227-question,231-count,229-nationalScore,231-nationalScoreRoundedPercent,231-providerScorePercent,227-count,230-comparisonText,231-roundedProviderScoreDescription,226-providerScore,229-question,224-roundedNationalScoreDescription,226-question,231-resultsSortOrder,223-resultsSortOrder,231-question,224-roundedProviderScoreDescription,223-roundedNationalScoreDescription,227-providerScore,224-resultsSortOrder,225-providerScoreRoundedPercent,227-roundedProviderScoreDescription,224-providerScorePercent,226-resultsSortOrder,226-providerScorePercent,228-nationalScorePercent,224-count,225-resultsSortOrder,223-comparisonText,224-nationalScore,230-question,227-nationalScore,225-count,226-roundedNationalScoreDescription,230-nationalScoreRoundedPercent,229-comparisonText,226-nationalScorePercent,226-count,227-providerScorePercent,225-question,225-providerScore,228-comparisonText,230-providerScorePercent,230-nationalScorePercent,229-providerScoreRoundedPercent,228-providerScore,227-providerScoreRoundedPercent,225-nationalScoreRoundedPercent,230-providerScoreRoundedPercent,healthgrades_id,225-providerScorePercent,228-roundedNationalScoreDescription,230-nationalScore,230-providerScore,230-roundedNationalScoreDescription,225-nationalScorePercent,227-roundedNationalScoreDescription,223-question,228-nationalScoreRoundedPercent,231-roundedNationalScoreDescription,229-resultsSortOrder,229-count,225-roundedProviderScoreDescription,223-nationalScoreRoundedPercent,226-roundedProviderScoreDescription,226-nationalScore,224-question,228-roundedProviderScoreDescription,228-providerScorePercent,remaining_survey_items,227-resultsSortOrder,229-roundedNationalScoreDescription,228-question,229-providerScorePercent,223-nationalScorePercent,227-comparisonText,230-count,224-comparisonText,223-providerScoreRoundedPercent,228-count
,100,86.0,85,,84.0,4.2,4.8,82.0,4.2,above national average,4.9,85,above national average,85,,4.9,,same as national average,4.1,,,100,100,4.2,98,96.0,85,80,84.0,4.9,Spends appropriate amount of time with patients,98,4.2,80,98.0,98,above national average,,4.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.8,,100,,98.0,,86.0,84.0,98,,above national average,4.3,Level of trust in provider's decisions,4.2,98,,85,above national average,78.0,97,96.0,Staff friendliness and courteousness,4.9,above national average,98.0,84.0,100,4.9,95,85,100,XF7X7,98.0,,4.2,4.9,,84.0,,Ease of scheduling urgent appointments,85,,,98,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,98.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,98.0,84.0,above national average,98,above national average,95,98
,90,86.0,85,,84.0,4.2,4.5,82.0,4.2,above national average,4.7,85,above national average,85,,4.6,,same as national average,4.1,,,90,90,4.2,77,90.0,75,80,84.0,4.6,Spends appropriate amount of time with patients,87,4.2,80,92.0,87,above national average,,3.7,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.6,,90,,92.0,,74.0,84.0,87,,above national average,4.3,Level of trust in provider's decisions,4.2,87,,85,above national average,78.0,78,92.0,Staff friendliness and courteousness,4.6,above national average,94.0,84.0,95,4.6,90,85,95,Y2MK7,92.0,,4.2,4.7,,84.0,,Ease of scheduling urgent appointments,85,,,87,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,92.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,94.0,84.0,above national average,87,above national average,90,87
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,1,100.0,100,80,84.0,5.0,Spends appropriate amount of time with patients,1,4.2,80,100.0,1,above national average,,5.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,100.0,84.0,1,,above national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,YXCBY,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,1,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,1,above national average,100,1
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,same as national average,4.1,,,100,100,4.2,1,100.0,80,80,84.0,5.0,Spends appropriate amount of time with patients,1,4.2,80,100.0,1,above national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,80.0,84.0,1,,above national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,YK7Q2,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,1,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,1,above national average,100,1
,100,86.0,85,,,4.2,4.0,82.0,4.2,above national average,,,below national average,,,5.0,,same as national average,4.1,,,100,100,4.2,1,80.0,80,80,,5.0,,1,,80,100.0,,above national average,,4.0,,,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,,,80,,100.0,,80.0,84.0,1,,below national average,4.3,Level of trust in provider's decisions,,1,,85,,78.0,1,,Staff friendliness and courteousness,4.0,above national average,100.0,84.0,,5.0,,85,100,YB29F,80.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-sortOrder': 5, '231-sortOrder': 9, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '224-questionID': u'224', '231-questionID': u'231', '230-questionID': u'230'}",,,How well provider listens and answers questions,,84.0,,1,above national average,80,1
,65,86.0,85,,84.0,4.2,3.4,82.0,4.2,below national average,3.9,85,below national average,85,,3.9,,longer than national average,4.1,,,75,80,4.2,13,68.0,65,80,84.0,3.2,Spends appropriate amount of time with patients,13,4.2,80,64.0,13,below national average,,3.2,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.5,,70,,78.0,,64.0,84.0,13,,below national average,4.3,Level of trust in provider's decisions,4.2,13,,85,below national average,78.0,12,70.0,Staff friendliness and courteousness,3.5,below national average,78.0,84.0,80,3.8,70,85,80,YSSC4,70.0,,4.2,3.9,,84.0,,Ease of scheduling urgent appointments,85,,,13,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,76.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,78.0,84.0,below national average,13,below national average,70,13
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,6,100.0,90,80,84.0,5.0,Spends appropriate amount of time with patients,6,4.2,80,100.0,6,above national average,,4.6,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,92.0,84.0,6,,above national average,4.3,Level of trust in provider's decisions,4.2,6,,85,above national average,78.0,5,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,YSPKK,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,6,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,6,above national average,100,6
,95,86.0,85,,84.0,4.2,4.8,82.0,4.2,above national average,4.6,85,above national average,85,,4.6,,longer than national average,4.1,,,95,90,4.2,23,96.0,65,80,84.0,4.7,Spends appropriate amount of time with patients,24,4.2,80,94.0,24,above national average,,3.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.7,,90,,92.0,,66.0,84.0,24,,above national average,4.3,Level of trust in provider's decisions,4.2,24,,85,above national average,78.0,23,94.0,Staff friendliness and courteousness,4.6,above national average,94.0,84.0,90,4.7,95,85,95,YC2HX,92.0,,4.2,4.7,,84.0,,Ease of scheduling urgent appointments,85,,,24,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,94.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,92.0,84.0,above national average,24,above national average,95,24
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,2,100.0,100,80,84.0,5.0,Spends appropriate amount of time with patients,2,4.2,80,100.0,2,above national average,,5.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,100.0,84.0,2,,above national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,X55VD,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,2,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,2,above national average,100,2
,90,86.0,85,,84.0,4.2,3.8,82.0,4.2,above national average,4.6,85,above national average,85,,4.4,,same as national average,4.1,,,95,90,4.2,18,76.0,70,80,84.0,4.6,Spends appropriate amount of time with patients,18,4.2,80,92.0,18,above national average,,3.6,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.5,,85,,88.0,,72.0,84.0,18,,below national average,4.3,Level of trust in provider's decisions,4.2,18,,85,above national average,78.0,16,90.0,Staff friendliness and courteousness,4.3,above national average,92.0,84.0,90,4.7,90,85,90,26JJ5,86.0,,4.2,4.6,,84.0,,Ease of scheduling urgent appointments,85,,,18,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,94.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,92.0,84.0,above national average,18,above national average,75,18
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,3,100.0,95,80,84.0,5.0,Spends appropriate amount of time with patients,3,4.2,80,100.0,3,above national average,,4.7,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,94.0,84.0,3,,above national average,4.3,Level of trust in provider's decisions,4.2,3,,85,above national average,78.0,3,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,Y3SND,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,3,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,3,above national average,100,3
,90,86.0,85,,84.0,4.2,4.6,82.0,4.2,above national average,4.5,85,above national average,85,,4.6,,same as national average,4.1,,,90,90,4.2,100,92.0,75,80,84.0,4.5,Spends appropriate amount of time with patients,100,4.2,80,90.0,100,above national average,,3.7,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.5,,90,,92.0,,74.0,84.0,100,,above national average,4.3,Level of trust in provider's decisions,4.2,100,,85,above national average,78.0,95,90.0,Staff friendliness and courteousness,4.5,above national average,92.0,84.0,90,4.5,90,85,90,YDF2K,90.0,,4.2,4.6,,84.0,,Ease of scheduling urgent appointments,85,,,100,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,90.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,90.0,84.0,above national average,100,above national average,90,100
,90,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,4.7,85,above national average,85,,4.9,,shorter than national average,4.1,,,90,100,4.2,9,100.0,100,80,84.0,4.6,Spends appropriate amount of time with patients,11,4.2,80,92.0,11,above national average,,4.9,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.7,,100,,98.0,,98.0,84.0,9,,above national average,4.3,Level of trust in provider's decisions,4.2,9,,85,above national average,78.0,9,94.0,Staff friendliness and courteousness,5.0,above national average,94.0,84.0,95,4.6,95,85,95,X7TXY,100.0,,4.2,4.7,,84.0,,Ease of scheduling urgent appointments,85,,,11,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,92.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,94.0,84.0,above national average,11,above national average,100,11
,95,86.0,85,,84.0,4.2,4.7,82.0,4.2,above national average,4.7,85,below national average,85,,4.3,,longer than national average,4.1,,,100,85,4.2,3,94.0,65,80,84.0,4.7,Spends appropriate amount of time with patients,3,4.2,80,94.0,3,above national average,,3.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.3,,75,,86.0,,66.0,84.0,3,,above national average,4.3,Level of trust in provider's decisions,4.2,3,,85,above national average,78.0,3,86.0,Staff friendliness and courteousness,3.7,above national average,86.0,84.0,95,5.0,85,85,85,3X2XJ,74.0,,4.2,4.3,,84.0,,Ease of scheduling urgent appointments,85,,,3,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,94.0,84.0,above national average,3,same as national average,95,3
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,15,100.0,90,80,84.0,5.0,Spends appropriate amount of time with patients,15,4.2,80,100.0,15,above national average,,4.5,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,90.0,84.0,15,,above national average,4.3,Level of trust in provider's decisions,4.2,15,,85,above national average,78.0,13,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,XKPTY,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,15,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,15,above national average,100,15
,85,86.0,85,,84.0,4.2,4.2,82.0,4.2,above national average,4.4,85,below national average,85,,4.0,,same as national average,4.1,,,90,80,4.2,14,84.0,75,80,84.0,4.3,Spends appropriate amount of time with patients,14,4.2,80,86.0,14,above national average,,3.8,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.4,,80,,80.0,,76.0,84.0,14,,same as national average,4.3,Level of trust in provider's decisions,4.2,14,,85,above national average,78.0,11,88.0,Staff friendliness and courteousness,4.0,above national average,88.0,84.0,90,4.4,90,85,90,2QS6D,80.0,,4.2,4.4,,84.0,,Ease of scheduling urgent appointments,85,,,14,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,88.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,88.0,84.0,above national average,14,below national average,85,14
,100,86.0,85,,84.0,4.2,4.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,longer than national average,4.1,,,100,100,4.2,1,80.0,60,80,84.0,5.0,Spends appropriate amount of time with patients,1,4.2,80,100.0,1,above national average,,3.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,60.0,84.0,1,,below national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,2NJR6,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,1,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,1,above national average,80,1
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,same as national average,4.1,,,100,100,4.2,1,100.0,80,80,84.0,5.0,Spends appropriate amount of time with patients,1,4.2,80,100.0,1,above national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,80.0,84.0,1,,above national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,XHYJ9,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,1,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,1,above national average,100,1
,90,86.0,85,,84.0,4.2,3.6,82.0,4.2,above national average,4.4,85,above national average,85,,4.2,,same as national average,4.1,,,90,85,4.2,13,72.0,80,80,84.0,4.4,Spends appropriate amount of time with patients,13,4.2,80,88.0,13,above national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.5,,95,,84.0,,80.0,84.0,13,,below national average,4.3,Level of trust in provider's decisions,4.2,13,,85,above national average,78.0,13,90.0,Staff friendliness and courteousness,4.8,above national average,90.0,84.0,90,4.5,90,85,90,2N5KK,96.0,,4.2,4.5,,84.0,,Ease of scheduling urgent appointments,85,,,13,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,90.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,88.0,84.0,above national average,13,below national average,70,13
,95,86.0,85,,84.0,4.2,4.3,82.0,4.2,above national average,4.7,85,above national average,85,,4.8,,shorter than national average,4.1,,,95,95,4.2,35,86.0,90,80,84.0,4.7,Spends appropriate amount of time with patients,35,4.2,80,94.0,34,above national average,,4.6,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.8,,95,,96.0,,92.0,84.0,35,,above national average,4.3,Level of trust in provider's decisions,4.2,34,,85,above national average,78.0,32,96.0,Staff friendliness and courteousness,4.7,above national average,96.0,84.0,95,4.8,95,85,95,YBR8K,94.0,,4.2,4.8,,84.0,,Ease of scheduling urgent appointments,85,,,34,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,96.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,94.0,84.0,above national average,34,above national average,85,33
