223-roundedProviderScoreDescription,231-providerScoreRoundedPercent,224-nationalScorePercent,224-nationalScoreRoundedPercent,229-roundedProviderScoreDescription,227-nationalScorePercent,223-nationalScore,223-providerScore,231-nationalScorePercent,228-nationalScore,231-comparisonText,229-providerScore,227-nationalScoreRoundedPercent,225-comparisonText,229-nationalScoreRoundedPercent,230-roundedProviderScoreDescription,224-providerScore,230-resultsSortOrder,226-comparisonText,231-nationalScore,225-roundedNationalScoreDescription,228-resultsSortOrder,228-providerScoreRoundedPercent,224-providerScoreRoundedPercent,225-nationalScore,223-count,223-providerScorePercent,226-providerScoreRoundedPercent,226-nationalScoreRoundedPercent,229-nationalScorePercent,231-providerScore,227-question,231-count,229-nationalScore,231-nationalScoreRoundedPercent,231-providerScorePercent,227-count,230-comparisonText,231-roundedProviderScoreDescription,226-providerScore,229-question,224-roundedNationalScoreDescription,226-question,231-resultsSortOrder,223-resultsSortOrder,231-question,224-roundedProviderScoreDescription,223-roundedNationalScoreDescription,227-providerScore,224-resultsSortOrder,225-providerScoreRoundedPercent,227-roundedProviderScoreDescription,224-providerScorePercent,226-resultsSortOrder,226-providerScorePercent,228-nationalScorePercent,224-count,225-resultsSortOrder,223-comparisonText,224-nationalScore,230-question,227-nationalScore,225-count,226-roundedNationalScoreDescription,230-nationalScoreRoundedPercent,229-comparisonText,226-nationalScorePercent,226-count,227-providerScorePercent,225-question,225-providerScore,228-comparisonText,230-providerScorePercent,230-nationalScorePercent,229-providerScoreRoundedPercent,228-providerScore,227-providerScoreRoundedPercent,225-nationalScoreRoundedPercent,230-providerScoreRoundedPercent,healthgrades_id,225-providerScorePercent,228-roundedNationalScoreDescription,230-nationalScore,230-providerScore,230-roundedNationalScoreDescription,225-nationalScorePercent,227-roundedNationalScoreDescription,223-question,228-nationalScoreRoundedPercent,231-roundedNationalScoreDescription,229-resultsSortOrder,229-count,225-roundedProviderScoreDescription,223-nationalScoreRoundedPercent,226-roundedProviderScoreDescription,226-nationalScore,224-question,228-roundedProviderScoreDescription,228-providerScorePercent,remaining_survey_items,227-resultsSortOrder,229-roundedNationalScoreDescription,228-question,229-providerScorePercent,223-nationalScorePercent,227-comparisonText,230-count,224-comparisonText,223-providerScoreRoundedPercent,228-count
,100,86.0,85,,84.0,4.2,4.8,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,same as national average,4.1,,,100,100,4.2,4,96.0,75,80,84.0,5.0,Spends appropriate amount of time with patients,4,4.2,80,100.0,4,above national average,,3.8,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,76.0,84.0,4,,above national average,4.3,Level of trust in provider's decisions,4.2,4,,85,above national average,78.0,4,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,X9YVP,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,4,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,4,above national average,95,4
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,same as national average,4.1,,,100,100,4.2,1,100.0,80,80,84.0,5.0,Spends appropriate amount of time with patients,1,4.2,80,100.0,1,above national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,80.0,84.0,1,,above national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,XVGDM,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,1,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,1,above national average,100,1
,95,86.0,85,,84.0,4.2,4.8,82.0,4.2,above national average,4.9,85,above national average,85,,4.5,,same as national average,4.1,,,95,90,4.2,67,96.0,90,80,84.0,4.8,Spends appropriate amount of time with patients,70,4.2,80,96.0,69,above national average,,4.4,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.9,,100,,90.0,,88.0,84.0,69,,above national average,4.3,Level of trust in provider's decisions,4.2,69,,85,above national average,78.0,64,98.0,Staff friendliness and courteousness,4.9,above national average,98.0,84.0,100,4.8,100,85,100,X9MVX,98.0,,4.2,4.9,,84.0,,Ease of scheduling urgent appointments,85,,,69,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,96.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,98.0,84.0,above national average,67,above national average,95,69
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,4,100.0,100,80,84.0,5.0,Spends appropriate amount of time with patients,4,4.2,80,100.0,4,above national average,,5.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,100.0,84.0,4,,above national average,4.3,Level of trust in provider's decisions,4.2,4,,85,above national average,78.0,3,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,XMKLL,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,4,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,4,above national average,100,4
,100,86.0,85,,84.0,4.2,4.5,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,longer than national average,4.1,,,100,100,4.2,4,90.0,60,80,84.0,5.0,Spends appropriate amount of time with patients,4,4.2,80,100.0,4,above national average,,3.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,60.0,84.0,4,,above national average,4.3,Level of trust in provider's decisions,4.2,4,,85,above national average,78.0,4,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,XVR4P,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,4,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,4,above national average,90,4
,75,86.0,85,,84.0,4.2,3.8,82.0,4.2,below national average,4.0,85,same as national average,85,,4.3,,longer than national average,4.1,,,80,85,4.2,9,76.0,65,80,84.0,3.8,Spends appropriate amount of time with patients,9,4.2,80,76.0,9,below national average,,3.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.0,,85,,86.0,,66.0,84.0,9,,below national average,4.3,Level of trust in provider's decisions,4.2,9,,85,below national average,78.0,8,80.0,Staff friendliness and courteousness,4.2,below national average,82.0,84.0,80,4.0,80,85,80,Y92K6,84.0,,4.2,4.1,,84.0,,Ease of scheduling urgent appointments,85,,,9,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,80.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,80.0,84.0,below national average,9,same as national average,75,9
,100,86.0,85,,84.0,4.2,4.3,82.0,4.2,above national average,4.8,85,above national average,85,,4.8,,same as national average,4.1,,,100,95,4.2,4,86.0,80,80,84.0,5.0,Spends appropriate amount of time with patients,4,4.2,80,100.0,4,above national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,95,,96.0,,80.0,84.0,4,,above national average,4.3,Level of trust in provider's decisions,4.2,4,,85,above national average,78.0,3,100.0,Staff friendliness and courteousness,4.8,above national average,100.0,84.0,95,5.0,100,85,100,3C236,96.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,4,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,96.0,84.0,above national average,4,above national average,85,4
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,same as national average,4.1,,,100,100,4.2,3,100.0,85,80,84.0,5.0,Spends appropriate amount of time with patients,3,4.2,80,100.0,3,above national average,,4.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,86.0,84.0,3,,above national average,4.3,Level of trust in provider's decisions,4.2,3,,85,above national average,78.0,3,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,2YXF5,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,3,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,3,above national average,100,3
,70,86.0,85,,84.0,4.2,3.8,82.0,4.2,below national average,3.5,85,below national average,85,,3.6,,shorter than national average,4.1,,,70,70,4.2,8,76.0,90,80,84.0,3.4,Spends appropriate amount of time with patients,8,4.2,80,68.0,8,below national average,,4.5,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.4,,75,,72.0,,90.0,84.0,8,,below national average,4.3,Level of trust in provider's decisions,4.2,8,,85,below national average,78.0,6,68.0,Staff friendliness and courteousness,3.8,below national average,72.0,84.0,70,3.4,70,85,70,X5GH6,76.0,,4.2,3.6,,84.0,,Ease of scheduling urgent appointments,85,,,8,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,68.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,70.0,84.0,below national average,8,below national average,75,8
,65,86.0,85,,84.0,4.2,3.5,82.0,4.2,below national average,3.3,85,below national average,85,,3.7,,longer than national average,4.1,,,65,75,4.2,20,70.0,65,80,84.0,3.2,Spends appropriate amount of time with patients,20,4.2,80,64.0,20,below national average,,3.2,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.3,,70,,74.0,,64.0,84.0,20,,below national average,4.3,Level of trust in provider's decisions,4.2,20,,85,below national average,78.0,14,66.0,Staff friendliness and courteousness,3.6,below national average,68.0,84.0,65,3.3,65,85,70,X2GDC,72.0,,4.2,3.4,,84.0,,Ease of scheduling urgent appointments,85,,,20,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,66.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,66.0,84.0,below national average,20,below national average,70,20
,80,86.0,85,,84.0,4.2,2.5,82.0,4.2,below national average,4.1,85,below national average,85,,3.2,,same as national average,4.1,,,80,65,4.2,8,50.0,80,80,84.0,3.9,Spends appropriate amount of time with patients,9,4.2,80,78.0,9,below national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.0,,45,,64.0,,80.0,84.0,9,,below national average,4.3,Level of trust in provider's decisions,4.2,9,,85,below national average,78.0,9,80.0,Staff friendliness and courteousness,2.3,below national average,82.0,84.0,80,4.1,80,85,80,XCGJQ,46.0,,4.2,4.1,,84.0,,Ease of scheduling urgent appointments,85,,,9,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,82.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,82.0,84.0,below national average,9,below national average,50,9
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,same as national average,4.1,,,100,100,4.2,1,100.0,80,80,84.0,5.0,Spends appropriate amount of time with patients,1,4.2,80,100.0,1,above national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,80.0,84.0,1,,above national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,XGSJ6,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,1,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,1,above national average,100,1
,80,86.0,85,,84.0,4.2,3.8,82.0,4.2,below national average,4.0,85,below national average,85,,4.2,,longer than national average,4.1,,,85,85,4.2,9,76.0,60,80,84.0,3.9,Spends appropriate amount of time with patients,9,4.2,80,78.0,9,same as national average,,3.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.2,,80,,84.0,,60.0,84.0,9,,below national average,4.3,Level of trust in provider's decisions,4.2,9,,85,below national average,78.0,8,84.0,Staff friendliness and courteousness,4.0,same as national average,84.0,84.0,80,4.2,85,85,85,3K7NP,80.0,,4.2,4.2,,84.0,,Ease of scheduling urgent appointments,85,,,9,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,84.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,80.0,84.0,same as national average,9,below national average,75,9
,100,86.0,85,,84.0,4.2,4.3,82.0,4.2,above national average,5.0,85,above national average,85,,4.3,,same as national average,4.1,,,100,85,4.2,3,86.0,85,80,84.0,5.0,Spends appropriate amount of time with patients,3,4.2,80,100.0,3,above national average,,4.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,95,,86.0,,86.0,84.0,3,,above national average,4.3,Level of trust in provider's decisions,4.2,3,,85,above national average,78.0,3,100.0,Staff friendliness and courteousness,4.7,above national average,100.0,84.0,100,5.0,100,85,100,3JGT3,94.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,3,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,3,same as national average,85,3
,80,86.0,85,,84.0,4.2,3.5,82.0,4.2,same as national average,4.9,85,below national average,85,,3.5,,longer than national average,4.1,,,90,70,4.2,8,70.0,60,80,84.0,4.1,Spends appropriate amount of time with patients,8,4.2,80,82.0,7,above national average,,2.9,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.3,,75,,70.0,,58.0,84.0,8,,below national average,4.3,Level of trust in provider's decisions,4.2,8,,85,above national average,78.0,7,86.0,Staff friendliness and courteousness,3.8,above national average,98.0,84.0,100,4.4,85,85,100,248T3,76.0,,4.2,4.9,,84.0,,Ease of scheduling urgent appointments,85,,,7,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,88.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,98.0,84.0,above national average,7,below national average,70,7
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,2,100.0,90,80,84.0,5.0,Spends appropriate amount of time with patients,2,4.2,80,100.0,2,above national average,,4.5,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,90.0,84.0,2,,above national average,4.3,Level of trust in provider's decisions,4.2,2,,85,above national average,78.0,2,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,Y4N47,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,2,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,2,above national average,100,2
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,4.9,,shorter than national average,4.1,,,100,100,4.2,9,100.0,95,80,84.0,5.0,Spends appropriate amount of time with patients,11,4.2,80,100.0,11,above national average,,4.8,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.9,,100,,98.0,,96.0,84.0,9,,above national average,4.3,Level of trust in provider's decisions,4.2,9,,85,above national average,78.0,9,98.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,2XF98,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,11,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,11,above national average,100,11
,80,86.0,85,,84.0,4.2,4.1,82.0,4.2,below national average,4.0,85,below national average,85,,3.9,,longer than national average,4.1,,,80,80,4.2,8,82.0,60,80,84.0,4.0,Spends appropriate amount of time with patients,8,4.2,80,80.0,8,below national average,,3.1,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.0,,70,,78.0,,62.0,84.0,8,,below national average,4.3,Level of trust in provider's decisions,4.2,8,,85,below national average,78.0,8,80.0,Staff friendliness and courteousness,3.6,below national average,80.0,84.0,80,4.0,80,85,80,2H9D5,72.0,,4.2,4.0,,84.0,,Ease of scheduling urgent appointments,85,,,8,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,80.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,80.0,84.0,below national average,8,below national average,80,8
,70,86.0,85,,84.0,4.2,3.4,82.0,4.2,below national average,3.6,85,below national average,85,,3.3,,longer than national average,4.1,,,70,65,4.2,12,68.0,65,80,84.0,3.5,Spends appropriate amount of time with patients,12,4.2,80,70.0,12,below national average,,3.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.5,,70,,66.0,,66.0,84.0,12,,below national average,4.3,Level of trust in provider's decisions,4.2,12,,85,below national average,78.0,10,70.0,Staff friendliness and courteousness,3.6,below national average,72.0,84.0,70,3.6,70,85,70,YJ3KM,72.0,,4.2,3.6,,84.0,,Ease of scheduling urgent appointments,85,,,12,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,72.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,72.0,84.0,below national average,12,below national average,70,12
,90,86.0,85,,84.0,4.2,4.4,82.0,4.2,above national average,4.4,85,above national average,85,,4.5,,same as national average,4.1,,,90,90,4.2,72,88.0,75,80,84.0,4.4,Spends appropriate amount of time with patients,76,4.2,80,88.0,75,above national average,,3.7,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.3,,90,,90.0,,74.0,84.0,75,,above national average,4.3,Level of trust in provider's decisions,4.2,76,,85,above national average,78.0,70,86.0,Staff friendliness and courteousness,4.5,above national average,90.0,84.0,90,4.4,85,85,90,X53CS,90.0,,4.2,4.5,,84.0,,Ease of scheduling urgent appointments,85,,,75,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,88.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,88.0,84.0,above national average,75,above national average,90,74
